161,4,86,884,5780,1,1,1,1,7,4K,Four Deuces,0,1539
162,4,70,580,3024,1,1,1,1,6,4K,Four Deuces,0,1377
163,4,54,340,1320,1,1,1,1,5,4K,Four Deuces,0,1053
164,4,38,164,424,1,1,1,1,4,4K,Four Deuces,0,891
165,4,22,52,68,1,1,1,1,3,4K,Four Deuces,0,567
166,4,6,4,0,1,1,1,1,2,4K,Four Deuces,0,405
167,24,1072,23408,332956,0,0,0,12,12,FH,Aces Full over Kings,0,13448
168,24,1072,23264,327004,0,0,0,11,11,FH,Aces Full over Queens,0,10952
169,24,1072,23120,321052,0,0,0,10,10,FH,Aces Full over Jacks,0,7688
170,24,1072,22976,315100,0,0,0,9,9,FH,Aces Full over Tens,0,6728
171,24,1072,22832,309184,0,0,0,8,8,FH,Aces Full over Nines,0,4232
172,24,1072,22688,303232,0,0,0,7,7,FH,Aces Full over Eights,0,2888
173,24,1072,22544,297280,0,0,0,6,6,FH,Aces Full over Sevens,0,2312
174,24,1072,22400,291328,0,0,0,5,5,FH,Aces Full over Sixes,0,1352
175,24,1072,22256,285340,0,0,0,4,4,FH,Aces Full over Fives,0,968
176,24,1072,22112,279388,0,0,0,3,3,FH,Aces Full over Fours,0,392
177,24,1072,21968,273436,0,0,0,2,2,FH,Aces Full over Treys,0,200
178,24,1072,21824,267484,0,0,0,1,1,FH,Aces Full over Deuces,0,72
179,24,1056,22704,317820,12,12,12,0,0,FH,Kings Full over Aces,0,275684
180,24,1072,23264,326968,12,12,12,11,11,FH,Kings Full over Queens,0,94352849
181,24,1072,23120,321016,12,12,12,10,10,FH,Kings Full over Jacks,0,66233081
182,24,1072,22976,315064,12,12,12,9,9,FH,Kings Full over Tens,0,57962561
183,24,1072,22832,309148,12,12,12,8,8,FH,Kings Full over Nines,0,36459209
184,24,1072,22688,303232,12,12,12,7,7,FH,Kings Full over Eights,0,24880481
185,24,1072,22544,297280,12,12,12,6,6,FH,Kings Full over Sevens,0,19918169
186,24,1072,22400,291328,12,12,12,5,5,FH,Kings Full over Sixes,0,11647649
187,24,1072,22256,285376,12,12,12,4,4,FH,Kings Full over Fives,0,8339441
188,24,1072,22112,279424,12,12,12,3,3,FH,Kings Full over Fours,0,3377129
189,24,1072,21968,273472,12,12,12,2,2,FH,Kings Full over Treys,0,1723025
190,24,1072,21824,267520,12,12,12,1,1,FH,Kings Full over Deuces,0,620289
191,24,1056,22704,317724,11,11,11,0,0,FH,Queens Full over Aces,0,202612
192,24,1056,22560,311928,11,11,11,12,12,FH,Queens Full over Kings,0,85147693
193,24,1072,23120,320980,11,11,11,10,10,FH,Queens Full over Jacks,0,48677533
194,24,1072,22976,315028,11,11,11,9,9,FH,Queens Full over Tens,0,42599173
195,24,1072,22832,309112,11,11,11,8,8,FH,Queens Full over Nines,0,26795437
196,24,1072,22688,303196,11,11,11,7,7,FH,Queens Full over Eights,0,18285733
197,24,1072,22544,297280,11,11,11,6,6,FH,Queens Full over Sevens,0,14638717
198,24,1072,22400,291328,11,11,11,5,5,FH,Queens Full over Sixes,0,8560357
199,24,1072,22256,285376,11,11,11,4,4,FH,Queens Full over Fives,0,6129013
200,24,1072,22112,279424,11,11,11,3,3,FH,Queens Full over Fours,0,2481997
201,24,1072,21968,273472,11,11,11,2,2,FH,Queens Full over Treys,0,1266325
202,24,1072,21824,267520,11,11,11,1,1,FH,Queens Full over Deuces,0,455877
203,24,1056,22704,317628,10,10,10,0,0,FH,Jacks Full over Aces,0,119164
204,24,1056,22560,311832,10,10,10,12,12,FH,Jacks Full over Kings,0,50078671
205,24,1056,22416,306036,10,10,10,11,11,FH,Jacks Full over Queens,0,40783879
206,24,1072,22976,314992,10,10,10,9,9,FH,Jacks Full over Tens,0,25054231
207,24,1072,22832,309076,10,10,10,8,8,FH,Jacks Full over Nines,0,15759439
208,24,1072,22688,303160,10,10,10,7,7,FH,Jacks Full over Eights,0,10754551
209,24,1072,22544,297244,10,10,10,6,6,FH,Jacks Full over Sevens,0,8609599
210,24,1072,22400,291328,10,10,10,5,5,FH,Jacks Full over Sixes,0,5034679
211,24,1072,22256,285376,10,10,10,4,4,FH,Jacks Full over Fives,0,3604711
212,24,1072,22112,279424,10,10,10,3,3,FH,Jacks Full over Fours,0,1459759
213,24,1072,21968,273472,10,10,10,2,2,FH,Jacks Full over Treys,0,744775
214,24,1072,21824,267520,10,10,10,1,1,FH,Jacks Full over Deuces,0,268119
215,24,1056,22704,317532,9,9,9,0,0,FH,Tens Full over Aces,0,97556
216,24,1056,22560,311736,9,9,9,12,12,FH,Tens Full over Kings,0,40997909
217,24,1056,22416,305940,9,9,9,11,11,FH,Tens Full over Queens,0,33388541
218,24,1056,22272,300144,9,9,9,10,10,FH,Tens Full over Jacks,0,23437829
219,24,1072,22832,309040,9,9,9,8,8,FH,Tens Full over Nines,0,12901781
220,24,1072,22688,303124,9,9,9,7,7,FH,Tens Full over Eights,0,8804429
221,24,1072,22544,297208,9,9,9,6,6,FH,Tens Full over Sevens,0,7048421
222,24,1072,22400,291292,9,9,9,5,5,FH,Tens Full over Sixes,0,4121741
223,24,1072,22256,285376,9,9,9,4,4,FH,Tens Full over Fives,0,2951069
224,24,1072,22112,279424,9,9,9,3,3,FH,Tens Full over Fours,0,1195061
225,24,1072,21968,273472,9,9,9,2,2,FH,Tens Full over Treys,0,609725
226,24,1072,21824,267520,9,9,9,1,1,FH,Tens Full over Deuces,0,219501
227,24,1056,22704,317472,8,8,8,0,0,FH,Nines Full over Aces,0,48668
228,24,1056,22560,311676,8,8,8,12,12,FH,Nines Full over Kings,0,20452727
229,24,1056,22416,305880,8,8,8,11,11,FH,Nines Full over Queens,0,16656623
230,24,1056,22272,300084,8,8,8,10,10,FH,Nines Full over Jacks,0,11692487
231,24,1056,22128,294288,8,8,8,9,9,FH,Nines Full over Tens,0,10232447
232,24,1072,22688,303088,8,8,8,7,7,FH,Nines Full over Eights,0,4392287
233,24,1072,22544,297172,8,8,8,6,6,FH,Nines Full over Sevens,0,3516263
234,24,1072,22400,291256,8,8,8,5,5,FH,Nines Full over Sixes,0,2056223
235,24,1072,22256,285340,8,8,8,4,4,FH,Nines Full over Fives,0,1472207
236,24,1072,22112,279424,8,8,8,3,3,FH,Nines Full over Fours,0,596183
237,24,1072,21968,273472,8,8,8,2,2,FH,Nines Full over Treys,0,304175
238,24,1072,21824,267520,8,8,8,1,1,FH,Nines Full over Deuces,0,109503
239,24,1056,22704,317376,7,7,7,0,0,FH,Eights Full over Aces,0,27436
240,24,1056,22560,311616,7,7,7,12,12,FH,Eights Full over Kings,0,11529979
241,24,1056,22416,305820,7,7,7,11,11,FH,Eights Full over Queens,0,9389971
242,24,1056,22272,300024,7,7,7,10,10,FH,Eights Full over Jacks,0,6591499
243,24,1056,22128,294228,7,7,7,9,9,FH,Eights Full over Tens,0,5768419
244,24,1056,21984,288432,7,7,7,8,8,FH,Eights Full over Nines,0,3628411
245,24,1072,22544,297136,7,7,7,6,6,FH,Eights Full over Sevens,0,1982251
246,24,1072,22400,291220,7,7,7,5,5,FH,Eights Full over Sixes,0,1159171
247,24,1072,22256,285304,7,7,7,4,4,FH,Eights Full over Fives,0,829939
248,24,1072,22112,279388,7,7,7,3,3,FH,Eights Full over Fours,0,336091
249,24,1072,21968,273472,7,7,7,2,2,FH,Eights Full over Treys,0,171475
250,24,1072,21824,267520,7,7,7,1,1,FH,Eights Full over Deuces,0,61731
251,24,1056,22704,317280,6,6,6,0,0,FH,Sevens Full over Aces,0,19652
252,24,1056,22560,311520,6,6,6,12,12,FH,Sevens Full over Kings,0,8258753
253,24,1056,22416,305760,6,6,6,11,11,FH,Sevens Full over Queens,0,6725897
254,24,1056,22272,299964,6,6,6,10,10,FH,Sevens Full over Jacks,0,4721393
255,24,1056,22128,294168,6,6,6,9,9,FH,Sevens Full over Tens,0,4131833
256,24,1056,21984,288372,6,6,6,8,8,FH,Sevens Full over Nines,0,2598977
257,24,1056,21840,282576,6,6,6,7,7,FH,Sevens Full over Eights,0,1773593
258,24,1072,22400,291184,6,6,6,5,5,FH,Sevens Full over Sixes,0,830297
259,24,1072,22256,285268,6,6,6,4,4,FH,Sevens Full over Fives,0,594473
260,24,1072,22112,279352,6,6,6,3,3,FH,Sevens Full over Fours,0,240737
261,24,1072,21968,273436,6,6,6,2,2,FH,Sevens Full over Treys,0,122825
262,24,1072,21824,267520,6,6,6,1,1,FH,Sevens Full over Deuces,0,44217
263,24,1056,22704,317184,5,5,5,0,0,FH,Sixes Full over Aces,0,8788
264,24,1056,22560,311424,5,5,5,12,12,FH,Sixes Full over Kings,0,3693157
265,24,1056,22416,305664,5,5,5,11,11,FH,Sixes Full over Queens,0,3007693
266,24,1056,22272,299904,5,5,5,10,10,FH,Sixes Full over Jacks,0,2111317
267,24,1056,22128,294108,5,5,5,9,9,FH,Sixes Full over Tens,0,1847677
268,24,1056,21984,288312,5,5,5,8,8,FH,Sixes Full over Nines,0,1162213
269,24,1056,21840,282516,5,5,5,7,7,FH,Sixes Full over Eights,0,793117
270,24,1056,21696,276720,5,5,5,6,6,FH,Sixes Full over Sevens,0,634933
271,24,1072,22256,285232,5,5,5,4,4,FH,Sixes Full over Fives,0,265837
272,24,1072,22112,279316,5,5,5,3,3,FH,Sixes Full over Fours,0,107653
273,24,1072,21968,273400,5,5,5,2,2,FH,Sixes Full over Treys,0,54925
274,24,1072,21824,267484,5,5,5,1,1,FH,Sixes Full over Deuces,0,19773
